First Name,Last Name,Face,Name,Prediction,Image,School,Source,Actual
Cyriac,Kandoth,Other,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xirK-toAAAAJ&citpid=2,UCLA,https://scholar.google.com/citations?hl=en&user=xirK-toAAAAJ,Asian
Sebastian,Edwards,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ptGn114AAAAJ&citpid=2,UCLA,https://scholar.google.com/citations?hl=en&user=ptGn114AAAAJ,White
Amit,Sahai,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gqB23VMAAAAJ&citpid=3,UCLA,https://scholar.google.com/citations?hl=en&user=gqB23VMAAAAJ,Asian
Leonard,Kleinrock,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=idC8YcsAAAAJ&citpid=1,UCLA,https://scholar.google.com/citations?hl=en&user=idC8YcsAAAAJ,Asian
Keith,Nuechterlein,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Y2dTl1oAAAAJ&citpid=1,UCLA,https://scholar.google.com/citations?hl=en&user=Y2dTl1oAAAAJ,White
MICHAEL,MICHAEL,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kGJfHkUAAAAJ&citpid=4,UCLA,https://scholar.google.com/citations?hl=en&user=kGJfHkUAAAAJ,White
MA,Matthews,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gc3znjEAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=gc3znjEAAAAJ,White
Heike,Wulff,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=eYTg0jwAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=eYTg0jwAAAAJ,White
Peter,Richerson,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=JuUGLo-w4LMC&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=JuUGLo-w4LMC,White
James,Trimmer,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Vj1rhSoAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=Vj1rhSoAAAAJ,White
Graham,Coop,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=-YuigiwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=-YuigiwAAAAJ,White
Deborah,Delmer,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=im8_jscAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=im8_jscAAAAJ,White
Davide,Donadio,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ECAwg64AAAAJ&citpid=4,UC Davis,https://scholar.google.com/citations?hl=en&user=ECAwg64AAAAJ,White
Ted,Powers,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=VMSDrYIAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=VMSDrYIAAAAJ,White
David,Hessl,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=a7JQt4MAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=a7JQt4MAAAAJ,White
Michael,Turelli,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=BYmt6AYAAAAJ&citpid=12,UC Davis,https://scholar.google.com/citations?hl=en&user=BYmt6AYAAAAJ,White
Paul,Hastings,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=9cMeUO0AAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=9cMeUO0AAAAJ,White
Peter,Havel,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=RlzfEO8AAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=RlzfEO8AAAAJ,White
Nicholas,Mitsiades,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=NgV8n_wAAAAJ&citpid=4,UC Davis,https://scholar.google.com/citations?hl=en&user=NgV8n_wAAAAJ,White
Jerry,Woodall,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=DGiCcqUAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=DGiCcqUAAAAJ,White
Kate,Scow,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Oe_CdBwAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=Oe_CdBwAAAAJ,White
Frank,Sharp,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=vmCUW3UAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=vmCUW3UAAAAJ,White
Gerald,Quon,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=7p61OCsAAAAJ&citpid=5,UC Davis,https://scholar.google.com/citations?hl=en&user=7p61OCsAAAAJ,Asian
Frank,Osterloh,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=v2PVWCwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=v2PVWCwAAAAJ,White
Susan,Kauzlarich,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=PjUl5I8AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=PjUl5I8AAAAJ,White
Jeroen,saeij,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=6QM1ANkAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=6QM1ANkAAAAJ,White
Douglas,Cook,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=wBh7lL0AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=wBh7lL0AAAAJ,White
Terry,Jones,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=jlNygi0AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=jlNygi0AAAAJ,White
Dipak,Ghosal,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Pjjq5SQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=Pjjq5SQAAAAJ,Asian
Michael,Carter,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=u4iRQEMAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=u4iRQEMAAAAJ,White
Marcel,Holyoak,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=HmZZwgkAAAAJ&citpid=4,UC Davis,https://scholar.google.com/citations?hl=en&user=HmZZwgkAAAAJ,White
Pieter,Stroeve,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uJBgdbUAAAAJ&citpid=5,UC Davis,https://scholar.google.com/citations?hl=en&user=uJBgdbUAAAAJ,White
Chen-Nee,Chuah,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=bZNRLNAAAAAJ&citpid=9,UC Davis,https://scholar.google.com/citations?hl=en&user=bZNRLNAAAAAJ,Asian
Dean,Tantillo,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZPdDLjQAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=ZPdDLjQAAAAJ,White
John,Largier,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xJfi7pQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=xJfi7pQAAAAJ,White
Charles,DeCarli,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=_jhIcdMAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=_jhIcdMAAAAJ,White
Junshan,Zhang,Other,Asian,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=UtAdFs8AAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=UtAdFs8AAAAJ,Asian
Colin,Cameron,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=aZwi_NwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=aZwi_NwAAAAJ,White
Benjamin,Hart,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=n7GqbmIAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=n7GqbmIAAAAJ,White
Michael,Denison,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=w3gP0yYAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=w3gP0yYAAAAJ,White
Eric,Post,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=fN2DwZUAAAAJ&citpid=4,UC Davis,https://scholar.google.com/citations?hl=en&user=fN2DwZUAAAAJ,White
Jan,Nolta,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=39HdgE4AAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=39HdgE4AAAAJ,White
Michael,Oskin,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=29Ba1c0AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=29Ba1c0AAAAJ,White
R.,Wets,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=V31S0pYAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=V31S0pYAAAAJ,White
John,Terning,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dcn1sGsAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=dcn1sGsAAAAJ,White
Brad,Barber,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uYWZNJwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=uYWZNJwAAAAJ,White
Yannis,Dafalias,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8-q5DXUAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=8-q5DXUAAAAJ,White
Nirmala,Hariharan,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nrfxGL4AAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=nrfxGL4AAAAJ,Asian
Biswanath,Mukherjee,Black,Asian,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ytXtLjkAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=ytXtLjkAAAAJ,Asian
Phillip,Rogaway,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gUEkPQEAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=gUEkPQEAAAAJ,White
Stefano,Valenti,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=2XlBcJ4AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=2XlBcJ4AAAAJ,White
Simon,Cherry,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=nUqoH70AAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=nUqoH70AAAAJ,White
Susan,Harrison,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AJbk-A4AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=AJbk-A4AAAAJ,White
Andreas,Baumler,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3Sw8qrwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=3Sw8qrwAAAAJ,White
Luca,Comai,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZvmgIoEAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=ZvmgIoEAAAAJ,White
Jay,Belsky,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3Ctw3d4AAAAJ&citpid=5,UC Davis,https://scholar.google.com/citations?hl=en&user=3Ctw3d4AAAAJ,White
Ting,Guo,White,Asian,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MY7xd3IAAAAJ&citpid=4,UC Davis,https://scholar.google.com/citations?hl=en&user=MY7xd3IAAAAJ,Asian
Eduardo,Blumwald,Other,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=UfsjIhAAAAAJ&citpid=10,UC Davis,https://scholar.google.com/citations?hl=en&user=UfsjIhAAAAAJ,White
Henriette,O'Geen,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=lxJ4tDEAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=lxJ4tDEAAAAJ,White
Jay,Lund,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Lgw7Fv4AAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=Lgw7Fv4AAAAJ,White
Richard,Grosberg,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=O_DMnpQAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=O_DMnpQAAAAJ,White
Jonna,Mazet,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=_sRdAGEAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=_sRdAGEAAAAJ,White
Patricia,Oteiza,White,Other,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=9QltxIMAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=9QltxIMAAAAJ,White
Evan,Fletcher,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=AQBQxesAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=AQBQxesAAAAJ,White
Christopher,Cappa,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=PgjwgjoAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=PgjwgjoAAAAJ,White
David,Fyhrie,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=HW-ERT0AAAAJ&citpid=5,UC Davis,https://scholar.google.com/citations?hl=en&user=HW-ERT0AAAAJ,White
Jorge,Dubcovsky,White,Other,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=_O7tkOQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=_O7tkOQAAAAJ,White
Abhaya,Dandekar,White,Asian,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dplHp1cAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=dplHp1cAAAAJ,Asian
James,Crutchfield,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=D37XAbIAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=D37XAbIAAAAJ,White
Kimberly,Elsbach,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=9sO9uRsAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=9sO9uRsAAAAJ,White
Mark,Lubell,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MQiMFHIAAAAJ&citpid=3,UC Davis,https://scholar.google.com/citations?hl=en&user=MQiMFHIAAAAJ,White
Randall,O'Reilly,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=tZpKKm4AAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=tZpKKm4AAAAJ,White
Hildegarde,Heymann,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zy4d3nwAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=zy4d3nwAAAAJ,White
Emilio,Ferrer,White,Other,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=rRKu2JcAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=rRKu2JcAAAAJ,White
TERRY,JONES,Asian,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kQHTMKgAAAAJ&citpid=1,UC Davis,https://scholar.google.com/citations?hl=en&user=kQHTMKgAAAAJ,White
Walter,Leal,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=bcDwcMQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=bcDwcMQAAAAJ,White
Zhongli,Pan,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=6Wpp0bsAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=6Wpp0bsAAAAJ,Asian
Ming-Cheng,Luo,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=JV49wyQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=JV49wyQAAAAJ,Asian
John,Owens,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=uIpPgJEAAAAJ&citpid=8,UC Davis,https://scholar.google.com/citations?hl=en&user=uIpPgJEAAAAJ,White
Zhaojun,Bai,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=soiDQbQAAAAJ&citpid=2,UC Davis,https://scholar.google.com/citations?hl=en&user=soiDQbQAAAAJ,Asian
Matthew,Gignac,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kSnr1dYAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=kSnr1dYAAAAJ,White
Daniel,Friedman,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=sjjjZ8kAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=sjjjZ8kAAAAJ,White
Katherine,Isbister,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ui_kg8gAAAAJ&citpid=8,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=ui_kg8gAAAAJ,White
Carrie,Partch,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=45EC-IMAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=45EC-IMAAAAJ,White
David,Lederman,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=t6KDAgYAAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=t6KDAgYAAAAJ,White
Erika,Zavaleta,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=z7e5YcIAAAAJ&citpid=4,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=z7e5YcIAAAAJ,Other
Yat,Li,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=7LTJBnUAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=7LTJBnUAAAAJ,Asian
Benedict,Paten,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=V-pBZI8AAAAJ&citpid=4,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=V-pBZI8AAAAJ,White
Yang,Liu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=jKrIVCIAAAAJ&citpid=19,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=jKrIVCIAAAAJ,Asian
Hao,Ye,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ok7OWEAAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=ok7OWEAAAAAJ,Asian
Susan,Carpenter,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=HS32tIYAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=HS32tIYAAAAJ,White
Chris,Wilmers,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=BmMiz5EAAAAJ&citpid=5,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=BmMiz5EAAAAJ,White
James,Ackman,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qtmtHEUAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=qtmtHEUAAAAJ,White
James,Davis,White,Black,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=BDYIAe4AAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=BDYIAe4AAAAJ,White
Stefano,Profumo,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4I8EuFkAAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=4I8EuFkAAAAJ,White
Marc,Perry,Other,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=DBGk47kAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=DBGk47kAAAAJ,White
Balaji,Sundararaman,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=1Rh21JIAAAAJ&citpid=6,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=1Rh21JIAAAAJ,Asian
Peter,Weiss-Penzias,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=MLrdmLcAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=MLrdmLcAAAAJ,White
John,Sevic,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=OGlwgXsAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=OGlwgXsAAAAJ,White
John,MacMillan,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=90RXvCMAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=90RXvCMAAAAJ,White
Shaheen,Sikandar,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=qCj3NBgAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=qCj3NBgAAAAJ,Asian
Rebecca,DuBois,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=cg2BRz4AAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=cg2BRz4AAAAJ,White
Tom,Yuzvinsky,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=5OeA-sgAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=5OeA-sgAAAAJ,White
Jean,Brodie,Other,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=wNlyJlQAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=wNlyJlQAAAAJ,White
Martin,Abadi,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=vWTI60AAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=vWTI60AAAAAJ,White
James,Zachos,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=TkrJXgwAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=TkrJXgwAAAAJ,White
Steve,Whittaker,Black,Black,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=TkVUIVsAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=TkVUIVsAAAAJ,White
Alex,Pang,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Z1g9vJYAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=Z1g9vJYAAAAJ,Asian
Lise,Getoor,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Y8-xGncAAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=Y8-xGncAAAAJ,White
Ru-Shan,Wu,Asian,Asian,Asian,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IVdmgyNa9MsC&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=IVdmgyNa9MsC,Asian
Matthew,Sparke,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IBvUp2YAAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=IBvUp2YAAAAJ,White
Joel,Primack,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=YUp4IisAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=YUp4IisAAAAJ,White
Noah,Finnegan,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=E3ThKkAAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=E3ThKkAAAAAJ,White
Cormac,Flanagan,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=XkiApd4AAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=XkiApd4AAAAJ,White
Benjamin,Friedlander,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=V2g-7QgAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=V2g-7QgAAAAJ,White
Jonathan,Fortney,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=iTeJ15IAAAAJ&citpid=3,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=iTeJ15IAAAAJ,White
Michael,Line,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Lf6bgBoAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=Lf6bgBoAAAAJ,White
Scott,Beamer,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WNSPregAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=WNSPregAAAAJ,Other
Rachel,Meyer,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gJj3wB0AAAAJ&citpid=6,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=gJj3wB0AAAAJ,White
DK,Letourneau,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=1G1Tvu4AAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=1G1Tvu4AAAAJ,White
Dominic,Massaro,White,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=amKq_LUAAAAJ&citpid=2,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=amKq_LUAAAAJ,White
Craig,Haney,Other,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Dl0pY78AAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=Dl0pY78AAAAJ,White
Noah,Wardrip-Fruin,Black,White,Black,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=8CHPFxYAAAAJ&citpid=6,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=8CHPFxYAAAAJ,White
Roberto,Manduchi,Asian,Other,Other,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=7YDSuZEAAAAJ&citpid=7,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=7YDSuZEAAAAJ,White
Phillip,Hammack,Asian,White,White,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=oBJuErAAAAAJ&citpid=1,UC Santa Cruz,https://scholar.google.com/citations?hl=en&user=oBJuErAAAAAJ,White
