First Name,Last Name,Image,School,Source,Local Image
Vern,Paxson,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/paxson.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Vern_Paxson.jpg
Robert,Pilawa-Podgurski,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/pilawa.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Robert_Pilawa-Podgurski.jpg
Kristofer,Pister,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/pister.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Kristofer_Pister.jpg
Elijah,Polak,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/polak.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Elijah_Polak.jpg
Kameshwar,Poolla,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/poolla.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Kameshwar_Poolla.jpg
Raluca,Popa,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ralucap.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Raluca_Popa.jpg
Jan,Rabaey,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rabaey.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jan_Rabaey.jpg
Prasad,Raghavendra,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/praghavendra.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Prasad_Raghavendra.jpg
Kannan,Ramchandran,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ramchandran.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Kannan_Ramchandran.jpg
Gireeja,Ranade,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/gireeja.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Gireeja_Ranade.jpg
Satish,Rao,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rao.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Satish_Rao.jpg
Sylvia,Ratnasamy,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ratnasamy.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sylvia_Ratnasamy.jpg
Benjamin,Recht,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/brecht.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Benjamin_Recht.jpg
Lawrence,Rowe,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rowe.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Lawrence_Rowe.jpg
Jaijeet,Roychowdhury,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jr.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jaijeet_Roychowdhury.jpg
Stuart,Russell,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/russell.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Stuart_Russell.jpg
Anant,Sahai,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sahai.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Anant_Sahai.jpg
Sayeef,Salahuddin,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/salahuddin.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sayeef_Salahuddin.jpg
Seth,Sanders,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sanders.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Seth_Sanders.jpg
Alberto,Sangiovanni-Vincentelli,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sangiovanni-vicentelli.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alberto_Sangiovanni-Vincentelli.jpg
S.,Sastry,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sastry.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/S._Sastry.jpg
Jeronimo,Fernandez,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/segovia.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jeronimo_Fernandez.jpg
Koushik,Sen,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ksen.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Koushik_Sen.jpg
Carlo,Séquin,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sequin.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Carlo_Séquin.jpg
Sanjit,Seshia,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/seshia.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sanjit_Seshia.jpg
Osama,Shana'a,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/osama.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Osama_Shana'a.jpg
Sophia,Shao,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ysshao.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Sophia_Shao.jpg
Scott,Shenker,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/shenker.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Scott_Shenker.jpg
Jonathan,Shewchuk,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/shewchuk.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jonathan_Shewchuk.jpg
Alistair,Sinclair,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sinclair.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alistair_Sinclair.jpg
Alp,Sipahigil,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/alp.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alp_Sipahigil.jpg
Alan,Smith,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/smith-a.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alan_Smith.jpg
Somayeh,Sojoudi,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sojoudi.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Somayeh_Sojoudi.jpg
Dawn,Song,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/song.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Dawn_Song.jpg
Yun,Song,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yssong.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Yun_Song.jpg
Costas,Spanos,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/spanos.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Costas_Spanos.jpg
Jacob,Steinhardt,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jsteinhardt.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jacob_Steinhardt.jpg
Ion,Stoica,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/stoica.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ion_Stoica.jpg
Vladimir,Stojanovic,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/vlada.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Vladimir_Stojanovic.jpg
Bernd,Sturmfels,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/sturmfels.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Bernd_Sturmfels.jpg
Vivek,Subramanian,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/subramanian.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Vivek_Subramanian.jpg
Alane,Suhr,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/suhr.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alane_Suhr.jpg
Avishay,Tal,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/atal.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Avishay_Tal.jpg
Grigory,Tikhomirov,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/grisha.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Grigory_Tikhomirov.jpg
Claire,Tomlin,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/tomlin.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Claire_Tomlin.jpg
Umesh,Vazirani,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/vazirani.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Umesh_Vazirani.jpg
Alexandra,Meier,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/vonmeier.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Alexandra_Meier.jpg
David,Wagner,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wagner.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/David_Wagner.jpg
Martin,Wainwright,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wainwright.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Martin_Wainwright.jpg
Laura,Waller,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/waller.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Laura_Waller.jpg
Jean,Walrand,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/walrand.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Jean_Walrand.jpg
John,Wawrzynek,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wawrzynek.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_Wawrzynek.jpg
William,Welch,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/welch.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/William_Welch.jpg
Max,Willsey,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/mwillsey.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Max_Willsey.jpg
Eugene,Wong,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wong.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Eugene_Wong.jpg
John,Wright,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/jswright.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/John_Wright.jpg
Ming,Wu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/wu.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Ming_Wu.jpg
Eli,Yablonovitch,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yablonovitch.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Eli_Yablonovitch.jpg
Adam,Yala,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yala.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Adam_Yala.jpg
Lisa,Yan,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yanlisa.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Lisa_Yan.jpg
Katherine,Yelick,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/yelick.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Katherine_Yelick.jpg
Nir,Yosef,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/niryosef.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Nir_Yosef.jpg
Bin,Yu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/binyu.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Bin_Yu.jpg
Stella,Yu,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/stellayu.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Stella_Yu.jpg
Matei,Zaharia,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/matei.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Matei_Zaharia.jpg
Avideh,Zakhor,https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/zakhor.jpg,UC Berkeley,https://www2.eecs.berkeley.edu/Faculty/Lists/faculty.html,./testPics/Avideh_Zakhor.jpg
Elliot,Anderson,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/ElliotAnderson.jpg?itok=xZ_gs6nX,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Elliot_Anderson.jpg
Cláudio,Bueno,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Claudio-Bueno.jpeg?itok=dvS6xMMF,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Cláudio_Bueno.jpg
Melissa,Gwyn,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Gwyn-head-shot.jpg?itok=2yvVXy-f,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Melissa_Gwyn.jpg
Dee,Hibbert-Jones,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/dee_my%20photo%20super%20small.jpg?itok=FHRc71hy,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Dee_Hibbert-Jones.jpg
Karolina,Karlic,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Karlic_Karlic_Pigeon_Pt_Mark_McKnight.png?itok=J_oNo6bm,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Karolina_Karlic.jpg
Enrique,Leal,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Enrique_Leal-June-2014.jpg?itok=_fRGaA9N,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Enrique_Leal.jpg
John,Leanos,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Leanos_Portrait.jpg?itok=8BjSATzZ,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/John_Leanos.jpg
Jimin,Lee,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Jimin-Lee-7%20%281%20of%201%29%20copy.jpg?itok=3tXHDuZi,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Jimin_Lee.jpg
Jorge,Barreto,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Jorge%20Menna%20Barreto.png?itok=jyMT9_bJ,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Jorge_Barreto.jpg
Laurie,Palmer,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Laurie-Palmer-red.jpeg?itok=YChP1ACK,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Laurie_Palmer.jpg
Jennifer,Parker,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Jennifer_Parker_Art_Department-2020.jpg?itok=L_krHTUr,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Jennifer_Parker.jpg
Sarah,Sanford,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/BrochurePic.jpg?itok=6F2yiKF4,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Sarah_Sanford.jpg
Edward,Shanken,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/ed-shanken.jpg?itok=R9jBtDmx,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Edward_Shanken.jpg
Elizabeth,Stephens,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/B10Y6228.jpeg?itok=_La_ILHt,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Elizabeth_Stephens.jpg
Grant,Whipple,https://art.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Grant-whipple-2.jpg?itok=WSzqfPXp,UC Santa Cruz,https://art.ucsc.edu/faculty,./testPics/Grant_Whipple.jpg
Karlton,Hester,https://danm.ucsc.edu/sites/default/files/styles/list/public/KEH%20flute-sax%20copy.jpg?itok=WFHdcMdZ,UC Santa Cruz,https://danm.ucsc.edu/faculty,./testPics/Karlton_Hester.jpg
Matthew,Schumaker,https://danm.ucsc.edu/sites/default/files/styles/list/public/Matthew%20Schumaker.png?itok=6zAnBB32,UC Santa Cruz,https://danm.ucsc.edu/faculty,./testPics/Matthew_Schumaker.jpg
Elizabeth,Swensen,https://danm.ucsc.edu/sites/default/files/styles/list/public/Elizabeth%20Swensen%20Chess%20%281%29.jpg?itok=b-tR2CsQ,UC Santa Cruz,https://danm.ucsc.edu/faculty,./testPics/Elizabeth_Swensen.jpg
Marianne,Weems,https://danm.ucsc.edu/sites/default/files/styles/list/public/Weems_Horz_1.jpg?itok=nRF1_5Kz,UC Santa Cruz,https://danm.ucsc.edu/faculty,./testPics/Marianne_Weems.jpg
Jon,Alonso,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/9-22-23-Faculty-Jon-Alonso-CL-004%20copy.jpg?itok=vuMo4RvS,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Jon_Alonso.jpg
Lawrence,Andrews,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/larry_andrews_bio.jpg?itok=KqTp88wu,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Lawrence_Andrews.jpg
Joseph,Erb,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Joseph%20Erb%20photo_0_2.jpeg?itok=1wkOjUvI,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Joseph_Erb.jpg
Anna,Friz,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Friz_at_Wave%20Farm.jpg?itok=q_GwMZxa,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Anna_Friz.jpg
Jennifer,Horne,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/fullsizeoutput_33ac.jpeg?itok=qK4PTugZ,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Jennifer_Horne.jpg
L.S.,Kim,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/ls_kim_bio.jpg?itok=s6FQGUiA,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/L.S._Kim.jpg
Peter,Limbrick,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/LimbrickPeter.jpeg?itok=lKiuPrIT,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Peter_Limbrick.jpg
Irene,Lusztig,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/IL_headshot_0.JPG?itok=BU8hz8BW,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Irene_Lusztig.jpg
Soraya,Murray,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/SMurray2023small.jpg?itok=IHVwsH5Q,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Soraya_Murray.jpg
Warren,Sack,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/9121chdelory-2015-683x1024.jpg?itok=AfniSwjC,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Warren_Sack.jpg
Celine,Shimizu,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/8-24-21-Celine%20Parren%CC%83as%20Shimizu-CL-022.jpg?itok=03o5fjm1,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Celine_Shimizu.jpg
Shelley,Stamp,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/IMG_2375.jpg?itok=LEfmTD5d,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Shelley_Stamp.jpg
Jennifer,Taylor,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Jennifer%20Maytorena%20Taylor.jpg?itok=j1gMHT2r,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Jennifer_Taylor.jpg
Gustavo,Vazquez,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/gustavo_vazquez_bio.jpg?itok=pCf1jejO,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Gustavo_Vazquez.jpg
Yiman,Wang,https://film.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/yiman_wang_bio.jpg?itok=nNIJTD4b,UC Santa Cruz,https://film.ucsc.edu/faculty,./testPics/Yiman_Wang.jpg
Elisabeth,Cameron,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/DSC_0063.jpg?itok=KDCc0uMb,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Elisabeth_Cameron.jpg
Carolyn,Dean,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/CDean_Dec2016.jpg?itok=2xt2YBdU,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Carolyn_Dean.jpg
Maria,Evangelatou,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/Maria%20Evangelatou%20portrait_0.jpg?itok=0b56f-Tg,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Maria_Evangelatou.jpg
Jennifer,González,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/Screen%20Shot%202021-05-04%20at%2011.56.45%20AM.png?itok=QhTPkMTA,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Jennifer_González.jpg
Yi,Kyo,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/Kyo%20Profile%20Pic%202.jpg?itok=iXnyRLSQ,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Yi_Kyo.jpg
Boreth,Ly,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/BorethLyLP23_1.jpg?itok=F5fQSEet,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Boreth_Ly.jpg
Derek,Murray,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/IMG_3546.jpeg?itok=vpqbsUva,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Derek_Murray.jpg
Albert,Narath,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/AlbertNarath.jpg?itok=Dk4AXsDW,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Albert_Narath.jpg
Kyle,Parry,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/tumblr_oktwfyv9tM1qcvotqo1_1280.jpg?itok=Zwt2nwiO,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Kyle_Parry.jpg
Kailani,Polzak,https://havc.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/faculty/IMG_8224%203.jpg?itok=v8dDiasw,UC Santa Cruz,https://havc.ucsc.edu/faculty,./testPics/Kailani_Polzak.jpg
Jay,Afrisando,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/20170909_JayAfrisando_photoCredit_KakiaGkoudina_event_convergenceMECA2016_4240x2832.JPG?itok=95R4vx9Q,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Jay_Afrisando.jpg
Amy,Beal,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Amy%20Beal.jpg?itok=jp36CQ4t,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Amy_Beal.jpg
Ben,Carson,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/BB47413B-5935-4C89-B577-0F54C5A3BEA7_1_201_a_0.jpeg?itok=Ezs8T5q7,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Ben_Carson.jpg
Nicol,Hammond,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Screen%20shot%202014-09-30%20at%2011.05.44%20AM.png?itok=5LCsLSPF,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Nicol_Hammond.jpg
Bruce,Kiesling,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/bruce%20headshot.png?itok=GIzowWiM,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Bruce_Kiesling.jpg
Hi,Kim,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Hi%20Kyung%20%281%29edit_5.png?itok=QYIiuq3x,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Hi_Kim.jpg
Tanya,Merchant,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/unnamed_0.jpg?itok=7SxKs3u-,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Tanya_Merchant.jpg
Dard,Neuman,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Dard%20Neuman.JPG?itok=9iyi5msD,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Dard_Neuman.jpg
Russell,Rodriguez,https://music.ucsc.edu/sites/default/files/styles/list_page_rectangle__375_x_250_/public/Russell%20Rodriguez%20photo.jpg?itok=FVPx-gYk,UC Santa Cruz,https://music.ucsc.edu/people/faculty-list,./testPics/Russell_Rodriguez.jpg
