First Name,Last Name,White,Black,East Asian,Southeast Asian,Indian,Middle Eastern,Latino Hispanic,Prediction,Confidence,Ground_Truth
Caleb,Thielbar,0.996370077,8.78E-07,0.000111471,1.82E-05,8.77E-06,0.001814531,0.001676123,White,0.996370077,White
Calvin,Faucher,0.996011615,1.12E-07,5.79E-06,3.06E-06,7.62E-06,0.000786702,0.003185011,White,0.996011615,White
Cam,Alldred,0.98919338,9.34E-07,6.72E-05,2.74E-05,9.13E-05,0.003343149,0.007276797,White,0.98919338,White
Cam,Gallagher,0.828343749,7.90E-06,3.11E-05,5.31E-05,0.001261736,0.125874579,0.044427723,White,0.828343749,White
Cam,Vieaux,0.998553693,1.10E-06,2.42E-05,2.65E-05,1.41E-05,0.000155654,0.001224641,White,0.998553693,White
Camilo,Doval,0.000399975,0.955411553,0.000245964,0.008023913,0.001842445,1.51E-05,0.034061059,Black,0.955411553,Black
Canaan,Smith-Njigba,0.001423762,0.927414179,0.000248362,0.002302981,0.002314217,0.000224897,0.066071652,Black,0.927414179,Black
Carl,Edwards Jr.,0.000243138,0.937504888,0.000662777,0.004515572,0.049435422,0.000166528,0.007471711,Black,0.937504888,Black
Carlos,Carrasco,0.012111648,0.006503299,0.013725108,0.033815254,0.004748699,0.000444652,0.928651333,Latino_Hispanic,0.928651333,Latino_Hispanic
Carlos,Correa,0.030909978,0.003220049,0.102738366,0.070278555,0.016477838,0.002514403,0.773860812,Latino_Hispanic,0.773860812,Latino_Hispanic
Carlos,Santana,0.000177306,0.942329228,0.002089037,0.039983768,0.004438488,5.54E-05,0.010926775,Black,0.942329228,Black
Carson,Kelly,0.818364024,0.000331832,0.000703357,0.001230621,0.005179246,0.022443868,0.151746988,White,0.818364024,White
Casey,Lawrence,0.171128705,0.00085739,0.000601398,0.001174353,0.002734311,0.034265541,0.789238334,Latino_Hispanic,0.789238334,White
Casey,Mize,0.999832153,6.48E-08,5.90E-06,8.94E-07,8.51E-07,3.96E-05,0.000120378,White,0.999832153,White
Cavan,Biggio,0.323415488,0.00018466,0.011099935,0.005114917,0.004684902,0.017447134,0.638053,Latino_Hispanic,0.638053,White
Cedric,Mullins,6.20E-07,0.999719679,2.90E-07,8.27E-06,0.000203658,6.23E-07,6.69E-05,Black,0.999719679,Black
Chad,Green,0.998570085,4.09E-07,1.08E-05,1.64E-06,4.70E-06,0.000850296,0.000562023,White,0.998570085,White
Chad,Kuhl,0.984894574,2.50E-06,8.51E-06,6.99E-06,2.00E-05,0.01396502,0.001102387,White,0.984894574,White
Chad,Pinder,0.588814199,0.000579392,0.000144036,0.000609905,0.009046161,0.060168397,0.340637952,White,0.588814199,White
Chad,Smith,0.590229511,1.35E-05,6.92E-05,1.61E-05,0.000376375,0.39239791,0.016897393,White,0.590229511,White
Chad,Wallach,0.999939799,2.42E-07,3.41E-06,1.89E-06,1.04E-06,2.51E-05,2.85E-05,White,0.999939799,White
Chadwick,Tromp,0.000560137,0.00243057,0.056201544,0.897400022,0.0074624,2.26E-05,0.035922796,Southeast Asian,0.897400022,Black
Charles,Leblanc,0.815389633,4.01E-06,1.72E-05,6.29E-06,0.000110122,0.179808006,0.004664743,White,0.815389633,White
Charlie,Blackmon,0.741630733,6.93E-07,1.46E-05,6.56E-06,7.74E-05,0.257605344,0.000664666,White,0.741630733,White
Charlie,Culberson,0.938371658,7.86E-05,2.97E-05,3.00E-05,0.000226832,0.038064655,0.023198616,White,0.938371658,White
Charlie,Morton,0.635405481,4.25E-05,0.001130283,0.001718449,0.000329615,0.037661709,0.323711991,White,0.635405481,White
Chas,McCormick,0.994828522,8.06E-07,4.60E-06,3.38E-06,7.49E-06,0.0037903,0.001364908,White,0.994828522,White
Chase,Anderson,0.999561608,7.64E-07,4.24E-05,8.57E-06,4.08E-07,4.70E-05,0.000339419,White,0.999561608,White
Chase,De Jong,0.897988975,5.11E-06,0.000105644,0.000105983,0.002195499,0.065924563,0.033674154,White,0.897988975,White
Chase,Silseth,0.946694076,3.87E-05,0.000167325,7.77E-05,0.000416241,0.016518023,0.036087938,White,0.946694076,White
Chasen,Shreve,0.987385035,6.51E-05,4.31E-05,8.54E-05,0.000579956,0.003567826,0.00827361,White,0.987385035,White
Chris,Archer,0.033844322,0.000898557,0.085541695,0.182567045,0.00822025,0.000501794,0.688426375,Latino_Hispanic,0.688426375,Latino_Hispanic
Chris,Bassitt,0.997679532,3.22E-07,4.04E-06,2.08E-06,1.12E-05,0.001750997,0.000551859,White,0.997679532,White
Chris,Devenski,0.999844074,1.36E-07,6.06E-06,1.55E-06,1.58E-06,4.24E-05,0.000104191,White,0.999844074,White
Chris,Ellis,0.998369396,1.37E-06,1.63E-05,3.39E-06,2.76E-06,0.001368367,0.000238505,White,0.998369396,White
Chris,Flexen,0.9210006,2.22E-05,0.021607919,0.006961707,0.00011238,0.007839236,0.042455878,White,0.9210006,White
Chris,Martin,0.968874097,5.96E-06,0.001345062,0.000412949,0.000151873,0.014922146,0.014287956,White,0.968874097,White
Chris,Mazza,0.93480134,4.84E-05,2.48E-05,1.51E-05,0.000166788,0.015961709,0.048981838,White,0.93480134,White
Chris,Okey,0.974999011,7.20E-06,2.06E-05,1.14E-05,3.26E-05,0.021012949,0.003916205,White,0.974999011,White
Chris,Owings,0.999933243,3.47E-08,3.24E-06,2.33E-07,3.79E-07,4.55E-05,1.75E-05,White,0.999933243,White
Chris,Paddack,0.997656941,4.20E-06,2.01E-05,9.65E-06,9.29E-06,0.001111791,0.001188059,White,0.997656941,White
Chris,Sale,0.999674559,2.49E-08,1.18E-06,2.59E-07,5.66E-07,0.000284503,3.90E-05,White,0.999674559,White
Chris,Stratton,0.999586403,1.32E-07,5.88E-07,3.20E-07,1.18E-06,0.00038126,3.00E-05,White,0.999586403,White
Chris,Taylor,0.930404067,2.14E-05,1.05E-05,1.40E-05,0.001017216,0.062914543,0.005618208,White,0.930404067,White
Christian,Arroyo,0.992612183,7.42E-06,7.65E-05,4.09E-05,1.88E-05,0.000882724,0.006361544,White,0.992612183,White
Christian,Bethancourt,0.004260791,0.041012205,0.008842369,0.203825295,0.176165789,0.002358195,0.563535392,Latino_Hispanic,0.563535392,Black
Christian,Lopes,0.129099816,0.000568619,0.124097951,0.120870076,0.016180903,0.008314735,0.600867927,Latino_Hispanic,0.600867927,Latino_Hispanic
Christian,Walker,0.997692943,2.31E-07,5.05E-06,1.44E-06,5.43E-06,0.002168002,0.000126936,White,0.997692943,White
Christian,Yelich,0.378566027,0.001164548,0.007192302,0.019117018,0.025466749,0.181463614,0.387029737,Latino_Hispanic,0.387029737,Latino_Hispanic
Christopher,Morel,0.015555036,0.072365776,0.004170943,0.058352489,0.281739295,0.030803658,0.537012815,Latino_Hispanic,0.537012815,Latino_Hispanic
Chuckie,Robinson,2.19E-05,0.994698524,6.23E-06,0.000141522,0.003312556,4.20E-05,0.001777025,Black,0.994698524,Black
CJ,Abrams,1.33E-05,0.988909423,7.07E-05,0.004739729,0.002904664,1.59E-05,0.003346209,Black,0.988909423,Black
Clarke,Schmidt,0.991084218,1.26E-06,0.000450304,4.49E-05,9.06E-06,0.001771419,0.006638935,White,0.991084218,White
Clay,Holmes,0.959306777,8.45E-07,2.17E-05,8.92E-06,5.06E-05,0.03096032,0.009650877,White,0.959306777,White
Clayton,Kershaw,0.993270695,5.82E-06,0.001371308,0.000278479,1.80E-05,0.002356465,0.002699319,White,0.993270695,White
Clint,Frazier,0.999928832,7.47E-07,6.16E-06,1.73E-06,2.52E-07,2.24E-05,3.99E-05,White,0.999928832,White
Cody,Bellinger,0.985266149,3.13E-06,6.17E-05,3.55E-05,0.000118546,0.010644386,0.003870606,White,0.985266149,White
Cody,Morris,0.850504875,5.29E-06,4.39E-05,3.90E-05,0.00078406,0.093422696,0.055200152,White,0.850504875,White
Cody,Poteet,0.776751935,1.17E-05,0.000709022,0.000400414,0.001165489,0.005844208,0.215117171,White,0.776751935,White
Cody,Sedlock,0.994076252,3.03E-06,1.75E-05,1.56E-05,0.000144674,0.00087496,0.004867991,White,0.994076252,White
Cody,Stashak,0.990480483,5.37E-07,5.82E-05,2.40E-05,2.81E-05,0.002960941,0.006447736,White,0.990480483,White
Cody,Thomas,0.988564312,1.26E-05,2.09E-05,8.49E-06,4.32E-05,0.008231557,0.003118998,White,0.988564312,White
Cole,Irvin,0.997878075,1.66E-06,0.000202254,3.23E-05,4.12E-06,0.001330083,0.000551487,White,0.997878075,White
Cole,Ragans,0.996738493,7.93E-08,4.04E-06,1.41E-06,3.77E-06,0.002521481,0.000730659,White,0.996738493,White
Cole,Sands,0.98192811,3.04E-06,3.65E-05,7.99E-06,5.40E-06,0.007805522,0.010213368,White,0.98192811,White
Cole,Sulser,0.512504518,2.09E-05,0.000199422,0.000189005,0.002560217,0.444050997,0.040474877,White,0.512504518,White
Cole,Tucker,0.210757151,0.000502849,0.000435614,0.001923143,0.002322919,0.001459711,0.782598674,Latino_Hispanic,0.782598674,Black
Cole,Waites,0.999442041,1.75E-07,3.39E-06,7.45E-07,1.34E-06,0.000430917,0.000121352,White,0.999442041,White
Colin,Holderman,0.995235026,1.22E-07,2.38E-06,1.66E-06,1.34E-05,0.003616945,0.001130516,White,0.995235026,White
Colin,Moran,0.999631524,3.16E-07,2.24E-06,1.75E-06,4.38E-06,0.000272395,8.74E-05,White,0.999631524,White
Colin,Poche,0.986091316,1.01E-06,1.07E-05,6.75E-06,1.33E-05,0.012454335,0.001422561,White,0.986091316,White
Collin,McHugh,0.998836339,2.18E-06,7.42E-06,1.04E-05,2.33E-05,0.000395846,0.000724481,White,0.998836339,White
Collin,Snider,0.999852061,2.88E-08,1.14E-06,3.22E-07,5.38E-07,0.00012931,1.65E-05,White,0.999852061,White
Collin,Wiles,0.998167038,9.66E-07,7.90E-06,2.87E-06,4.24E-06,0.000418113,0.001398824,White,0.998167038,White
Conner,Capel,0.999309182,1.44E-06,2.61E-05,1.59E-05,1.46E-05,0.000155092,0.000477595,White,0.999309182,White
Conner,Menez,0.998571396,9.63E-06,3.92E-06,2.14E-06,9.41E-06,0.001104457,0.000299066,White,0.998571396,White
Connor,Brogdon,0.877920628,5.81E-06,1.71E-05,1.62E-05,0.001142533,0.022895364,0.098002426,White,0.877920628,White
Connor,Joe,0.003022698,0.000150637,0.539121687,0.455306023,0.000179891,1.48E-05,0.002204248,East Asian,0.539121687,East Asian
Connor,Overton,0.978520095,2.46E-06,4.92E-06,3.92E-06,4.52E-05,0.017055701,0.004367786,White,0.978520095,White
Connor,Sadzeck,0.995362103,1.20E-06,0.000162035,1.45E-05,3.77E-06,0.004065258,0.000391163,White,0.995362103,White
Connor,Seabold,0.965289831,4.77E-06,2.40E-05,2.82E-05,0.000206347,0.016769079,0.017677844,White,0.965289831,White
Connor,Wong,0.645399094,0.000244797,0.001664181,0.000819424,0.009589433,0.002954956,0.33932817,White,0.645399094,White
Cooper,Criswell,0.990610301,1.86E-06,0.00011411,4.79E-05,2.44E-05,0.006354433,0.002846908,White,0.990610301,White
Cooper,Hummel,0.933305144,2.43E-05,5.04E-05,4.16E-05,0.000239461,0.024705349,0.041633859,White,0.933305144,White
Corbin,Burnes,0.982253253,8.12E-06,2.43E-05,1.20E-05,0.000208366,0.008746378,0.008747495,White,0.982253253,White
Corbin,Carroll,0.379135132,0.000175872,0.105539218,0.051698901,0.002494461,0.000414997,0.460541368,Latino_Hispanic,0.460541368,White
Corbin,Martin,0.999845028,4.20E-08,1.19E-06,2.15E-07,1.62E-06,0.000103371,4.85E-05,White,0.999845028,White
Corey,Dickerson,0.999337614,2.78E-07,9.59E-05,8.91E-06,1.42E-06,5.60E-05,0.000499866,White,0.999337614,White
Corey,Kluber,0.994741321,4.97E-06,0.000323342,4.22E-05,1.57E-05,0.000783945,0.004088501,White,0.994741321,White
Corey,Knebel,0.997800171,5.25E-07,0.000100336,3.61E-05,1.88E-05,0.000286887,0.001757145,White,0.997800171,White
Corey,Seager,0.80709362,5.68E-05,6.45E-05,8.12E-05,0.006298579,0.010946297,0.175458938,White,0.80709362,White
Cory,Abbott,0.888899624,4.26E-05,0.000207477,0.000149823,0.001346096,0.089543954,0.019810379,White,0.888899624,White
Cory,Spangenberg,0.923799634,5.22E-05,0.00030757,0.000194664,0.000436773,0.044747245,0.03046176,White,0.923799634,White
Craig,Kimbrel,0.991841435,1.27E-05,0.001974977,0.000465809,3.40E-05,0.001632374,0.004038768,White,0.991841435,White
Craig,Stammen,0.847228527,0.000160468,0.000838584,0.001550325,0.000471382,0.047729585,0.102021083,White,0.847228527,White
Cristian,Javier,2.16E-06,0.999849081,3.33E-06,3.03E-05,6.30E-05,3.26E-07,5.18E-05,Black,0.999849081,Black
Cristian,Pache,0.001761743,0.861845255,0.000871351,0.012942963,0.056049991,0.000167942,0.066360727,Black,0.861845255,Black
Cristofer,Ogando,0.000792087,0.87106365,0.000616139,0.009889016,0.016027141,0.000190988,0.101420969,Black,0.87106365,Black
Curt,Casali,0.998991072,6.27E-07,8.69E-07,6.84E-07,5.60E-06,0.0007193,0.000281806,White,0.998991072,White
Dairon,Blanco,1.31E-05,0.99766314,7.65E-05,0.001325478,0.000261779,2.94E-06,0.000657041,Black,0.99766314,Black
Dakota,Hudson,0.682397187,5.91E-05,0.000195682,0.000264209,0.004058504,0.040446833,0.272578478,White,0.682397187,White
Dallas,Keuchel,0.297979534,0.001805052,0.000245542,0.000590703,0.003808795,0.023690209,0.671880186,Latino_Hispanic,0.671880186,White
Dalton,Guthrie,0.327763289,0.000316439,0.000807724,0.000766697,0.003928364,0.005960963,0.660456538,Latino_Hispanic,0.660456538,Latino_Hispanic
Damon,Jones,0.999178588,4.81E-07,0.00032616,1.41E-05,3.05E-06,0.000250306,0.000227402,White,0.999178588,White
Dane,Dunning,0.002952153,1.59E-05,0.743834019,0.24876678,0.000288864,8.13E-05,0.00406101,East Asian,0.743834019,East Asian
Daniel,Bard,0.977505744,3.47E-06,0.014333284,0.001398437,1.82E-05,0.003857875,0.002883041,White,0.977505744,White
Daniel,Castano,0.870775163,3.01E-05,9.19E-05,8.30E-05,0.004268848,0.081571631,0.043179411,White,0.870775163,White
Daniel,Duarte,0.017946515,0.000706871,0.000475354,0.017216709,0.019356899,0.028220406,0.916077197,Latino_Hispanic,0.916077197,Latino_Hispanic
Daniel,Hudson,0.858136714,3.88E-05,3.22E-05,6.38E-05,0.001547611,0.008570011,0.131610736,White,0.858136714,White
Daniel,Lynch,0.997354746,5.16E-07,8.31E-06,2.86E-06,6.07E-06,0.002056711,0.000570804,White,0.997354746,White
Daniel,Mengden,0.98487401,2.31E-06,8.35E-06,4.44E-06,4.22E-05,0.007354141,0.007714747,White,0.98487401,White
Daniel,Norris,0.999047935,4.56E-07,4.21E-06,2.01E-06,5.98E-06,0.000701363,0.000238055,White,0.999047935,White
Daniel,Vogelbach,0.881845832,7.05E-06,0.012175822,0.006573965,0.000270375,0.002906401,0.09622056,White,0.881845832,White
Danny,Coulombe,0.998925984,3.62E-08,8.85E-06,2.96E-06,6.07E-06,0.000715009,0.000341195,White,0.998925984,White
Danny,Jansen,0.999685526,4.01E-07,2.93E-05,8.34E-06,1.87E-06,0.000123126,0.000151558,White,0.999685526,White
Danny,Mendick,0.919841349,1.08E-05,2.68E-05,4.77E-05,4.69E-05,0.07630942,0.003716996,White,0.919841349,White
Danny,Young,0.251923501,0.000189891,0.000296905,0.000987546,0.018702278,0.044833992,0.683065832,Latino_Hispanic,0.683065832,White
Dansby,Swanson,0.990929663,2.28E-06,4.70E-06,3.91E-06,2.09E-05,0.007855467,0.00118307,White,0.990929663,White
Darick,Hall,0.004654708,0.020211244,0.000792158,0.014236107,0.021783398,0.000168307,0.938154101,Latino_Hispanic,0.938154101,White
Darin,Ruf,0.994617641,1.81E-07,6.14E-05,8.73E-06,6.24E-06,0.005220773,8.50E-05,White,0.994617641,White
Darren,O'Day,0.965135336,4.97E-05,0.008674624,0.000803181,0.000131937,0.008979374,0.016225925,White,0.965135336,White
Daulton,Jefferies,0.984086215,3.00E-06,0.012051471,0.000422038,5.02E-05,0.001766,0.001621039,White,0.984086215,White
Daulton,Varsho,0.659258068,4.73E-05,0.000856746,0.000567079,0.003571121,0.010421044,0.32527858,White,0.659258068,White
Dauri,Moreta,2.01E-05,0.998224914,2.71E-05,0.000181089,0.000328796,1.74E-05,0.00120066,Black,0.998224914,Black
David,Bednar,0.983287096,7.27E-06,0.000404471,0.000467856,6.06E-05,0.012612346,0.003160546,White,0.983287096,White
David,Bote,0.997873545,1.94E-06,5.71E-05,2.18E-05,8.81E-06,0.000689338,0.001347422,White,0.997873545,White
David,Fletcher,0.755907774,0.000389025,0.002584893,0.000834881,0.002431759,0.058885459,0.178966284,White,0.755907774,White
David,Hensley,0.987289727,7.88E-07,1.54E-05,1.53E-05,7.79E-05,0.005945893,0.006655028,White,0.987289727,White
David,MacKinnon,0.998044491,1.25E-06,2.83E-05,2.68E-05,4.37E-05,0.000848239,0.001007197,White,0.998044491,White
David,McKay,0.999563038,1.85E-07,5.78E-06,2.35E-06,4.27E-06,0.000186354,0.000237999,White,0.999563038,White
David,Peralta,0.018000931,0.006054973,0.000786276,0.005305604,0.003153865,6.49E-05,0.966633379,Latino_Hispanic,0.966633379,Latino_Hispanic
David,Peterson,0.990453959,2.54E-06,7.20E-05,2.59E-05,3.90E-05,0.008173634,0.001232954,White,0.990453959,White
David,Phelps,0.969649136,2.75E-06,0.000202636,7.56E-05,9.91E-05,0.008022644,0.021948209,White,0.969649136,White
David,Price,0.028323598,0.041161418,0.000360376,0.00326966,0.326400101,0.004817156,0.59566766,Latino_Hispanic,0.59566766,White
David,Robertson,0.999106824,1.39E-07,1.04E-05,5.42E-07,5.10E-07,0.00076551,0.000116044,White,0.999106824,White
David,Villar,0.03513357,0.004549858,0.000705199,0.001129296,0.008440421,0.001234642,0.948807061,Latino_Hispanic,0.948807061,Latino_Hispanic
Davis,Martin,0.93746841,2.93E-05,0.000117665,0.000109808,0.000362986,0.003723554,0.058188405,White,0.93746841,White
Daz,Cameron,5.03E-06,0.999028087,0.000141024,0.000588457,8.41E-05,9.03E-07,0.000152364,Black,0.999028087,Black
Dean,Kremer,0.943269312,2.30E-05,0.000160224,7.06E-05,9.02E-05,0.038720869,0.017665733,White,0.943269312,White
Dee,Strange-Gordon,4.70E-07,0.999922752,5.38E-07,1.69E-05,4.15E-05,6.53E-07,1.72E-05,Black,0.999922752,Black
Dennis,Santana,0.001365315,0.431626707,0.001272683,0.058359563,0.293251038,0.001069287,0.213055432,Black,0.431626707,Black
Denyi,Reyes,0.009154932,0.011952649,0.014073861,0.178093895,0.287570149,0.003777041,0.495377451,Latino_Hispanic,0.495377451,Black
Derek,Hill,0.001094982,0.917595446,9.93E-05,0.00137026,0.01457666,2.28E-05,0.06524051,Black,0.917595446,Black
Derek,Law,0.996638179,1.28E-06,5.53E-05,2.34E-05,3.49E-05,0.001168455,0.002078386,White,0.996638179,White
Deven,Marrero,0.743546367,0.000111811,0.002832624,0.000911843,0.000571467,0.056260765,0.195765153,White,0.743546367,White
Devin,Smeltzer,0.075278327,0.000120957,2.35E-05,0.0001582,0.032882899,0.004698019,0.886838019,Latino_Hispanic,0.886838019,White
Devin,Williams,0.003916778,0.071027316,0.003869074,0.033767711,0.022850767,0.000743201,0.863825202,Latino_Hispanic,0.863825202,Black
Didi,Gregorius,2.78E-07,0.999706447,2.18E-07,6.05E-06,0.000270527,3.90E-07,1.60E-05,Black,0.999706447,Black
Diego,Castillo,1.55E-05,0.990553439,1.63E-05,0.001273503,0.007557478,4.35E-06,0.000579361,Black,0.990553439,Black
Dillon,Peters,0.995666981,5.19E-07,3.09E-05,3.63E-06,6.12E-06,0.001658142,0.002633687,White,0.995666981,White
Dillon,Tate,2.85E-07,0.999466002,2.18E-06,9.45E-05,0.000381045,9.80E-08,5.59E-05,Black,0.999466002,Black
Dillon,Thomas,0.345850736,0.084390156,0.000239675,0.000928547,0.014648493,0.078457415,0.475484937,Latino_Hispanic,0.475484937,Latino_Hispanic
Dinelson,Lamet,0.0026679,0.000474635,0.058888759,0.722502768,0.013691723,0.000341825,0.201432377,Southeast Asian,0.722502768,Latino_Hispanic
Dixon,Machado,0.00587989,0.140734836,0.002010735,0.017356874,0.11398872,0.000707545,0.71932143,Latino_Hispanic,0.71932143,Latino_Hispanic
DJ,LeMahieu,0.999274313,2.13E-07,5.59E-05,9.71E-06,1.88E-06,0.000179546,0.000478554,White,0.999274313,White
DJ,Stewart,0.875717282,0.004358503,0.000262709,0.000327727,0.000810572,0.027835108,0.090688117,White,0.875717282,White
DL,Hall,0.824560761,7.74E-06,0.157025918,0.008217691,3.89E-05,0.000644395,0.009504521,White,0.824560761,White
Domingo,Acevedo,0.001077986,0.8149575,0.000160037,0.001603251,0.139483362,0.007917354,0.034800436,Black,0.8149575,Black
Domingo,Tapia,4.99E-07,0.999832749,4.96E-06,0.00011163,1.94E-05,9.77E-08,3.06E-05,Black,0.999832749,Black
Dominic,Leone,0.979977429,8.23E-07,1.68E-05,7.44E-06,0.000415679,0.014203622,0.005378113,White,0.979977429,White
Dominic,Smith,0.000548765,0.903766692,0.000376848,0.004611971,0.0132482,0.000650071,0.07679747,Black,0.903766692,Black
Donny,Sands,0.688418746,5.14E-05,0.00191696,0.001182814,0.000977276,0.107533216,0.199919611,White,0.688418746,White
Donovan,Solano,0.005365066,0.003746385,0.001303951,0.033244468,0.633749485,0.005737649,0.316853017,Indian,0.633749485,Latino_Hispanic
Donovan,Walton,0.958388865,9.18E-07,5.99E-05,4.85E-05,0.000226721,0.006946032,0.03432925,White,0.958388865,White
Drew,Carlton,0.999769628,2.57E-08,1.01E-06,4.83E-07,5.43E-06,0.000170502,5.30E-05,White,0.999769628,White
Drew,Ellis,0.969696522,4.00E-06,3.24E-06,2.58E-06,3.88E-05,0.029413758,0.000841117,White,0.969696522,White
Drew,Hutchison,0.996776402,3.98E-07,1.62E-05,5.22E-06,6.75E-06,0.002726697,0.000468432,White,0.996776402,White
Drew,Jackson,0.998908758,5.58E-08,8.57E-07,6.10E-07,2.28E-06,0.001018512,6.89E-05,White,0.998908758,White
Drew,Rasmussen,0.999256313,1.88E-07,2.33E-05,2.53E-06,1.59E-06,0.000517563,0.000198468,White,0.999256313,White
Drew,Smith,0.999786556,6.25E-08,1.79E-05,8.33E-07,3.41E-07,9.69E-05,9.73E-05,White,0.999786556,White
Drew,Smyly,0.991122961,6.45E-07,0.000293819,0.000102507,3.16E-05,0.004927713,0.003520831,White,0.991122961,White
Drew,Steckenrider,0.99869746,3.75E-07,4.48E-05,1.22E-05,1.13E-05,0.000792969,0.000440849,White,0.99869746,White
Drew,VerHagen,0.301909864,4.29E-05,1.23E-05,5.24E-05,0.001632505,0.676450431,0.019899521,Middle Eastern,0.676450431,White
Drew,Waters,0.999883771,1.20E-07,9.44E-06,6.04E-07,6.77E-07,2.50E-05,8.05E-05,White,0.999883771,White
Drey,Jameson,0.984719157,3.84E-06,0.000112107,6.84E-05,0.000126479,0.002274463,0.012695475,White,0.984719157,White
Duane,Underwood Jr.,0.003808995,0.024576997,0.210952237,0.587946355,0.007341147,0.000495544,0.164878741,Southeast Asian,0.587946355,Black
Dusten,Knight,0.989848435,4.46E-06,9.43E-05,5.75E-05,7.08E-05,0.002733384,0.007191273,White,0.989848435,White
Dustin,Garneau,0.973164856,9.45E-06,1.71E-05,1.76E-05,0.000231202,0.010311962,0.016247876,White,0.973164856,White
Dustin,May,0.948493779,0.000350923,0.029153973,0.007681982,0.001463015,0.003280984,0.00957536,White,0.948493779,White
Dylan,Bundy,0.99964416,9.44E-08,1.02E-06,2.72E-07,1.95E-07,0.00031481,3.94E-05,White,0.99964416,White
Dylan,Carlson,0.213829532,0.001061158,0.002688666,0.0021998,0.007077907,0.002252963,0.770890057,Latino_Hispanic,0.770890057,White
Dylan,Cease,0.233940229,0.000144422,2.72E-05,0.00012713,0.025308216,0.076505899,0.663946927,Latino_Hispanic,0.663946927,White
Dylan,Coleman,0.973086178,6.19E-06,2.29E-05,1.59E-05,0.000138372,0.011241577,0.015488998,White,0.973086178,White
Dylan,Floro,0.998412848,1.02E-07,3.97E-06,1.35E-06,2.41E-05,0.001259563,0.000298027,White,0.998412848,White
Dylan,Lee,0.992962062,1.72E-06,1.58E-05,1.73E-05,8.50E-05,0.005550824,0.001367279,White,0.992962062,White
Dylan,Moore,0.88880688,3.81E-07,1.79E-05,1.15E-05,5.03E-05,0.101392217,0.009720924,White,0.88880688,White
Easton,McGee,0.999628305,4.07E-07,3.82E-07,4.47E-07,1.29E-06,0.000204532,0.000164688,White,0.999628305,White
Eddie,Rosario,0.003005142,0.009682883,0.346467644,0.510823488,0.0082007,0.001903574,0.119916528,Southeast Asian,0.510823488,Latino_Hispanic
Eddy,Alvarez,0.635978281,0.000691426,0.011984703,0.003648988,0.001500895,0.004415686,0.341780156,White,0.635978281,Latino_Hispanic
Edmundo,Sosa,0.001065633,0.708991706,0.012071263,0.180463821,0.004662069,5.77E-05,0.092687756,Black,0.708991706,Black
Eduard,Bazardo,0.000572103,0.549865663,0.007480841,0.362487137,0.013051307,0.000199726,0.066343129,Black,0.549865663,Black
Eduardo,Escobar,0.000691083,0.732672274,0.001042713,0.029370802,0.024272388,0.000349642,0.211601064,Black,0.732672274,Black
Eduardo,Rodriguez,0.001036493,0.000399479,0.054825395,0.889000058,0.002929769,8.34E-05,0.051725507,Southeast Asian,0.889000058,Black
Edward,Cabrera,5.92E-05,0.981921673,4.09E-05,0.000648055,0.014258754,3.81E-05,0.003033369,Black,0.981921673,Black
Edward,Olivares,0.013344137,0.107403316,0.185527831,0.43984431,0.009279424,0.000627247,0.243973687,Southeast Asian,0.43984431,Black
Edwin,Uceta,0.000643099,0.863674164,0.000171233,0.006938324,0.0539225,7.66E-05,0.074574135,Black,0.863674164,Black
Eguy,Rosario,0.000725867,0.874587238,0.001132768,0.02042882,0.01958954,0.001567957,0.081967816,Black,0.874587238,Black
Ehire,Adrianza,0.009599858,0.026731633,0.009770134,0.05134153,0.006423128,0.000462338,0.895671368,Latino_Hispanic,0.895671368,Latino_Hispanic
Elehuris,Montero,6.95E-07,0.999299765,3.74E-06,7.22E-05,0.000537467,4.77E-06,8.13E-05,Black,0.999299765,Black
Eli,Morgan,0.55892539,0.000185146,0.000711983,0.001361117,0.00376495,0.022054169,0.412997216,White,0.55892539,White
Eli,White,0.965892136,2.87E-05,5.93E-05,8.48E-05,0.000523263,0.009021204,0.024390697,White,0.965892136,White
Elier,Hernandez,1.17E-06,0.998438776,8.72E-06,0.000412223,0.001047024,8.17E-07,9.13E-05,Black,0.998438776,Black
Elvin,Rodriguez,0.000155818,0.69601047,0.000132606,0.057378583,0.200470954,0.000176475,0.045675017,Black,0.69601047,Black
Elvis,Andrus,6.30E-05,0.989993989,3.16E-05,0.000447644,0.003459034,1.81E-05,0.005986751,Black,0.989993989,Black
Elvis,Peguero,0.000415519,0.90307337,0.000193254,0.006877715,0.046977196,0.002299288,0.040163547,Black,0.90307337,Black
Emmanuel,Clase,0.006957147,0.251289248,0.001544244,0.024261041,0.201511562,0.000395947,0.514040768,Latino_Hispanic,0.514040768,Black
Emmanuel,Rivera,0.355086893,0.00081062,0.00225427,0.002164275,0.002410369,0.005889721,0.631383896,Latino_Hispanic,0.631383896,Latino_Hispanic
Ender,Inciarte,0.985232592,1.33E-05,9.78E-05,4.70E-05,0.000215331,0.001036469,0.01335741,White,0.985232592,White
Enoli,Paredes,3.29E-05,0.937637329,0.001579289,0.032046296,0.02646905,2.91E-05,0.002206028,Black,0.937637329,Black
Enyel,De Los Santos,8.28E-07,0.999813855,2.11E-06,3.95E-05,0.000127449,5.16E-07,1.57E-05,Black,0.999813855,Black
