First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground Truth
Daulton Jefferies,,0.088318959,0.000520972,0.875073039,0.036087042,Asian,White
Daulton Varsho,,0.580428481,0.000147745,0.001806068,0.417617705,White,White
Dauri Moreta,,2.46E-05,0.813595235,0.184762743,0.001617403,Black,Black
David Bednar,,0.032349724,0.010004653,0.910508943,0.047136698,Asian,White
David Bote,,0.85913676,0.006415134,0.008315352,0.126132697,White,White
David Fletcher,,0.081241645,0.021255653,0.091110209,0.806392543,Other,White
David Hensley,,0.169951394,0.006125171,0.076868198,0.747055277,Other,White
David MacKinnon,,0.909691393,0.010244877,0.004459337,0.075604539,White,White
David McKay,,0.208459929,0.016444873,0.285067428,0.4900278,Other,White
David Peralta,,0.000126206,0.979817569,0.010725571,0.009330726,Black,Other
David Peterson,,0.818076611,0.009715817,0.070996023,0.101211604,White,White
David Phelps,,0.633303165,0.000136503,0.348857286,0.017703035,White,White
David Price,,0.000187946,0.985894799,0.009240044,0.004677259,Black,White
David Robertson,,0.991731226,1.59E-05,0.000618984,0.007633941,White,White
David Villar,,0.001510533,0.809523404,0.161203168,0.02776288,Black,White
Davis Martin,,0.606464386,0.003291972,0.039058821,0.351184908,White,White
Daz Cameron,,0.001207209,0.950044632,0.044591195,0.00415688,Black,Black
Dean Kremer,,0.083054096,0.019546704,0.805786499,0.091612755,Asian,White
Dee Strange-Gordon,,8.09E-05,0.989049077,0.009411847,0.001458133,Black,Black
Dennis Santana,,0.000806625,0.777483463,0.174000071,0.047709773,Black,Black
Denyi Reyes,,0.001058122,0.302948415,0.655750312,0.040243181,Asian,Black
Dereck Rodrï¿½guez,,0.031623501,0.027751474,0.503463219,0.437161874,Asian,Other
Derek Hill,,0.002815391,0.8013978,0.154675839,0.041110886,Black,Black
Derek Law,,0.505543828,0.019035686,0.361614274,0.113806216,White,White
Dermis Garcia,,0.013542953,0.705376029,0.095308333,0.185772737,Black,Other
Deven Marrero,,0.849957526,0.001708579,0.00204672,0.146287212,White,Other
Devin Smeltzer,,0.211869672,0.350788116,0.142742712,0.294599608,Black,White
Devin Williams,,0.003153877,0.02008146,0.781837043,0.194927569,Asian,White
Didi Gregorius,,1.96E-06,0.994567633,0.005240853,0.000189504,Black,Black
Diego Castillo,,1.14E-05,0.987838626,0.011648454,0.000501598,Black,Black
Dillon Peters,,0.165237471,0.013291786,0.719720513,0.101750258,Asian,White
Dillon Tate,,8.76E-05,0.90483737,0.091254408,0.003820561,Black,Black
Dillon Thomas,,0.003447954,0.923304379,0.007165794,0.066081814,Black,Black
Dinelson Lamet,,0.01036586,0.233005747,0.655584722,0.101043628,Asian,Other
Dixon Machado,,0.000124647,0.29968974,0.687152036,0.013033535,Asian,Black
Dom Nuñez,,0.137684315,0.00253875,0.360949116,0.498827785,Other,Other
Domingo Acevedo,,0.000304169,0.979985237,0.003826489,0.015884157,Black,Black
Domingo Germán,,7.76E-06,0.996338487,0.003496643,0.000157142,Black,Black
Domingo Tapia,,1.41E-05,0.997151434,0.002591837,0.000242576,Black,Black
Dominic Leone,,0.643499315,0.00023766,0.016091562,0.340171438,White,White
Dominic Smith,,0.000116994,0.927921295,0.067909586,0.004052087,Black,Black
Donny Sands,,0.108718827,0.005803941,0.357921762,0.527555451,Other,White
Donovan Solano,,0.002463093,0.045483448,0.671066094,0.280987322,Asian,Other
Donovan Walton,,0.271975607,0.01595678,0.239421886,0.472645678,Other,White
Drew Carlton,,0.090034574,7.22E-05,0.002438944,0.90745428,Other,White
Drew Ellis,,0.742459357,0.000865314,0.003987533,0.252687786,White,White
Drew Hutchison,,0.685405135,0.001549357,0.283528785,0.029516654,White,White
Drew Jackson,,0.939839482,0.000150286,0.000914418,0.059095802,White,White
Drew Rasmussen,,0.928400159,0.000796058,0.012873817,0.057929896,White,White
Drew Smith,,0.998505712,8.12E-06,0.000243437,0.001242755,White,White
Drew Smyly,,0.770248413,0.000943916,0.145708446,0.08309928,White,White
Drew Steckenrider,,0.945005834,0.000104273,0.004229329,0.050660592,White,White
Drew VerHagen,,0.06445577,0.003355261,0.014128559,0.918060318,Other,White
Drew Waters,,0.988084733,0.000105965,0.004216153,0.00759322,White,White
Drey Jameson,,0.93165046,0.000111537,0.003591752,0.064646263,White,White
Duane Underwood Jr.,,0.000908088,0.013541119,0.970260547,0.015290201,Asian,Black
Dusten Knight,,0.669545412,0.002805325,0.086800789,0.240848474,White,White
Dustin Garneau,,0.800412297,0.005500854,0.007474882,0.186611935,White,White
Dustin May,,0.062402532,0.040844411,0.864508053,0.032245093,Asian,White
Dylan Bundy,,0.860981584,0.000354766,0.00107252,0.137591098,White,White
Dylan Carlson,,0.897009075,0.000839572,0.016837794,0.085313529,White,White
Dylan Cease,,0.124092333,0.09951818,0.050234618,0.726154923,Other,White
Dylan Coleman,,0.426044166,0.00014879,0.024889764,0.548917234,Other,White
Dylan Floro,,0.611710846,0.018520944,0.045071784,0.324696414,White,White
Dylan Lee,,0.577460587,0.005641173,0.027796354,0.38910187,White,White
Dylan Moore,,0.22820738,0.001411079,0.010817284,0.759564221,Other,White
Easton McGee,,0.390602678,0.085058644,0.057613682,0.466724947,Other,White
Eddie Rosario,,8.35E-05,0.000930359,0.996422002,0.00256413,Asian,Other
Eddy Alvarez,,0.099662602,0.00869819,0.256487705,0.635151468,Other,Other
Edmundo Sosa,,0.000253225,0.543967962,0.447710361,0.008068474,Black,Black
Eduard Bazardo,,0.000130904,0.428438574,0.555508248,0.015922236,Asian,Black
Eduardo Escobar,,2.94E-05,0.878812492,0.117686378,0.003471662,Black,Black
Eduardo Rodriguez,,0.00040096,0.003820051,0.981438133,0.01434088,Asian,Other
Edward Cabrera,,9.89E-05,0.824949741,0.162566631,0.012384788,Black,Black
Edward Olivares,,0.000628854,0.03525795,0.934767885,0.029345318,Asian,Black
Edwin O Díaz,,0.000534661,0.045993492,0.907525237,0.045946658,Asian,Other
Edwin Ríos,,0.005626692,0.20792821,0.493399324,0.293045836,Asian,Other
Edwin Uceta,,5.14E-05,0.972616911,0.023593411,0.003738229,Black,Black
Eguy Rosario,,3.40E-05,0.855134606,0.137835605,0.00699586,Black,Black
Ehire Adrianza,,0.001186572,0.000289648,0.993218297,0.005305449,Asian,Other
Elehuris Montero,,3.03E-06,0.998824775,0.001046817,0.000125311,Black,Black
Eli Morgan,,0.487304121,0.003895972,0.074851195,0.433948755,White,White
Eli White,,0.070637181,0.604180872,0.048528704,0.27665323,Black,White
Elias Díaz,,0.000137101,0.139074177,0.856673378,0.00411533,Asian,Other
Elier Hernandez,,7.14E-06,0.997087419,0.002543808,0.000361778,Black,Black
Elieser Hernandez,,0.00013977,0.349980474,0.645933008,0.003946814,Asian,Other
Eloy Jiménez,,4.51E-05,0.986491084,0.011537982,0.001925813,Black,Black
Elvin Rodriguez,,0.004499774,0.535245895,0.318606072,0.141648325,Black,Black
Elvis Andrus,,0.000231376,0.955754638,0.02250165,0.021512329,Black,Black
Elvis Peguero,,0.001221945,0.36223498,0.507572236,0.12897081,Asian,Black
Emilio Pagán,,0.691820323,0.000565305,0.293339913,0.01427443,White,White
Emmanuel Clase,,2.41E-05,0.998138905,0.001412055,0.000424916,Black,Black
Emmanuel Rivera,,0.419612288,0.006538399,0.007835854,0.566013455,Other,Other
Ender Inciarte,,0.951672733,0.001173968,0.002704513,0.044448874,White,White
Enoli Paredes,,7.34E-05,0.831607521,0.167232413,0.0010866,Black,Black
Enrique Hernández,,0.225702554,0.001435699,0.51827038,0.254591401,Asian,Other
Enyel De Los Santos,,1.99E-05,0.997781813,0.001871294,0.000327034,Black,Black
Erasmo Ramírez,,0.000289399,0.000454367,0.998573141,0.00068308,Asian,Other
Eric Haase,,0.460997671,0.006006646,0.133820437,0.399175256,White,White
Eric Hosmer,,0.031761095,0.274472445,0.416423487,0.277342981,Asian,White
Eric Lauer,,0.838421106,0.00105152,0.008386374,0.152140979,White,White
Eric Stout,,0.073750287,0.41115132,0.078890169,0.436208256,Other,White
Erich Uelmen,,0.001878179,4.85E-05,0.997665929,0.000407321,Asian,White
Erick Fedde,,0.866980791,0.000217253,0.002709098,0.130092897,White,White
Erik González,,0.000365285,0.037760161,0.939841717,0.022032772,Asian,Other
Erik Swanson,,0.893749177,0.001814829,0.07538618,0.029049834,White,White
Ernie Clement,,0.509874105,0.000552933,0.004711253,0.484861726,White,White
Esteban Quiroz,,0.532865524,0.003287548,0.331488663,0.132358283,White,White
Esteury Ruiz,,5.56E-05,0.926087081,0.071578333,0.002279011,Black,Black
Estevan Florial,,3.63E-06,0.998232841,0.001680723,8.27E-05,Black,Black
Ethan Roberts,,0.778616011,0.000623059,0.202234334,0.018526627,White,White
Ethan Small,,0.466645122,0.000769652,0.002613261,0.529972017,Other,White
Eugenio Suárez,,0.028215604,0.195152923,0.067654661,0.70897679,Other,Other
Evan Lee,,0.562632859,0.072374456,0.102287177,0.262705475,White,White
Evan Longoria,,0.159082219,0.091410004,0.413821507,0.335686199,Asian,White
Evan Phillips,,0.785555959,0.002224354,0.015056655,0.197163079,White,White
Ezequiel Duran,,3.39E-05,0.981803417,0.016264223,0.001898545,Black,Black
Ezequiel Tovar,,0.001400619,0.002034406,0.960875954,0.035689032,Asian,Other
Fernando Cruz,,0.005215177,0.271229595,0.59409082,0.129464423,Asian,Other
Ford Proctor,,0.591964424,0.000407477,0.00212046,0.405507661,White,White
Foster Griffin,,0.566791475,0.182570964,0.086167922,0.164469652,White,White
Framber Valdez,,0.000181712,0.767449319,0.219050346,0.01331859,Black,Black
Franchy Cordero,,0.000201119,0.621942043,0.355466723,0.022390167,Black,Black
Francisco Lindor,,0.000122425,0.934920311,0.058902545,0.006054762,Black,Black
Francisco Mejía,,0.001507737,0.530213952,0.419316193,0.048962123,Black,Other
Francisco Morales,,0.000320814,4.43E-05,0.998754692,0.000880135,Asian,Other
Francisco Perez,,2.21E-05,0.98722142,0.012328453,0.000428033,Black,Black
Francisco Álvarez,,0.011414169,0.000152363,0.98502182,0.00341162,Asian,Other
Frank Schwindel,,0.821678102,0.000179675,0.008261692,0.169880543,White,White
Frankie Montas,,7.26E-05,0.007710497,0.989766146,0.002450706,Asian,Other
Franklin German,,0.178489864,0.014345516,0.013193031,0.793971516,Other,White
Franmil Reyes,,2.72E-05,0.998111486,0.001476476,0.000384885,Black,Black
Freddie Freeman,,0.345749855,0.246037006,0.112015832,0.296197327,White,White
Freddy Fermin,,0.000922096,0.000125979,0.998409998,0.000541922,Asian,White
Freddy Peralta,,0.0003801,0.906356156,0.073675051,0.019588744,Black,Other
Freddy Tarnok,,0.205967292,0.008094615,0.021391085,0.76454699,Other,Other
Félix Bautista,,6.32E-05,0.964341164,0.034572405,0.001023186,Black,Black
Gabe Speier,,0.455986977,0.003325148,0.174733912,0.365953952,White,White
Gabriel Arias,,0.004554532,0.642488718,0.250952223,0.102004488,Black,Other
Gabriel Moreno,,0.057454918,0.026198803,0.09315937,0.823186874,Other,Other
Garrett Cleavinger,,0.008917056,0.000246131,0.989018123,0.001818616,Asian,White
Garrett Cooper,,0.948697567,0.000211918,0.028342199,0.022748291,White,White
Garrett Hampson,,0.010037486,0.001867242,0.959172969,0.028922339,Asian,White
Garrett Hill,,0.614162982,0.006870615,0.240380239,0.138586199,White,White
Garrett Mitchell,,0.27516225,0.007282604,0.007748439,0.709806651,Other,White
Garrett Richards,,0.98193568,7.77E-05,0.010574699,0.007411856,White,White
Garrett Stubbs,,0.037485741,0.02177931,0.133660787,0.807074088,Other,White
Garrett Whitlock,,0.113251448,0.004186062,0.856578196,0.025984284,Asian,White
Gary Sanchez,,0.002859009,0.005588611,0.936640855,0.054911482,Asian,Other
Gavin Hollowell,,0.637042224,0.0058179,0.177736372,0.179403529,White,White
Gavin Lux,,0.136076197,0.009640163,0.021168683,0.833114982,Other,White
Gavin Sheets,,0.098929673,0.010522924,0.820485743,0.070061659,Asian,White
George Kirby,,0.379331052,0.000838153,0.021882982,0.597947814,Other,White
George Springer,,0.006967654,0.919013202,0.040725806,0.03329346,Black,White
Geraldo Perdomo,,1.87E-05,0.992736459,0.006826703,0.000418098,Black,Black
Gerardo Reyes,,0.317825079,0.000670538,0.066888523,0.614615887,Other,Other
Germán Márquez,,0.016789632,0.118366182,0.420800641,0.444043532,Other,Other
Gerrit Cole,,0.384611547,0.000667415,0.60555604,0.009164911,Asian,White
Giancarlo Stanton,,0.001220148,0.13523151,0.740533158,0.123015174,Asian,Other
Gilberto Celestino,,0.01496908,0.241159067,0.035796694,0.70807513,Other,Other
Gio Urshela,,0.031701233,0.05536148,0.194106486,0.718830765,Other,Other
Giovanny Gallegos,,0.227815658,0.011233944,0.013648729,0.747301675,Other,Other
Glenn Otto,,0.951827168,0.00010047,0.003526204,0.044546221,White,White
Gleyber Torres,,0.004960931,0.000353853,0.987560842,0.007124368,Asian,Other
Gosuke Katoh,,0.000361127,0.000807085,0.997240115,0.001591599,Asian,Asian
Graham Ashcraft,,0.081175834,0.130189627,0.372251101,0.416383445,Other,White
Grayson Greiner,,0.743798852,0.007659363,0.099195861,0.149345934,White,White
Greg Allen,,3.38E-06,0.999638319,0.000276986,8.13E-05,Black,Black
Greg Holland,,0.82520479,0.002189859,0.019702791,0.152902571,White,White
Greg Weissert,,0.000461155,0.000206162,0.997502088,0.001830634,Asian,White
Gregory Santos,,5.92E-06,0.998009026,0.001763485,0.000221513,Black,Black
Gregory Soto,,2.61E-06,0.999067962,0.000846621,8.29E-05,Black,Black
Griffin Jax,,0.727367103,0.000144108,0.002320902,0.270167852,White,White
Guillermo Heredia,,1.17E-05,0.998484194,0.001274302,0.000229787,Black,Black
Gunnar Henderson,,0.192849934,4.01E-05,0.80462993,0.002480093,Asian,White
Génesis Cabrera,,0.002872211,0.891895592,0.041066574,0.064165683,Black,Black
Ha-Seong Kim,,0.000309399,7.47E-06,0.999505992,0.000177156,Asian,Asian
Hansel Robles,,0.000132089,0.92174381,0.066362695,0.011761353,Black,Other
Hanser Alberto,,4.41E-05,0.988456607,0.009036188,0.002463125,Black,Black
Harold Castro,,0.019366365,0.082298711,0.120317062,0.778017882,Other,Other
Harold Ramírez,,0.000672079,0.002684056,0.995012412,0.001631372,Asian,Other
Harrison Bader,,0.900865376,8.48E-05,0.001762306,0.097287502,White,White
Hayden Wesneski,,0.976777494,5.49E-05,0.001345358,0.021822322,White,White
Heath Hembree,,0.099712953,0.037224665,0.77309098,0.089971457,Asian,White
Heliot Ramos,,0.002458303,0.341966629,0.551475208,0.104099883,Asian,Black
Hirokazu Sawamura,,0.00126765,0.008650051,0.979728135,0.01035413,Asian,Asian
Hoby Milner,,0.440879643,0.000418808,0.003601512,0.555100068,Other,White
Hoy Park,,0.000536369,1.82E-05,0.99924777,0.000197626,Asian,Asian
Huascar Brazoban,,4.80E-06,0.991310835,0.008560399,0.000123914,Black,Black
Huascar Ynoa,,0.006655479,0.078279801,0.415963712,0.49910102,Other,Other
Humberto Castellanos,,0.281972826,0.003233251,0.124637688,0.590156168,Other,Other
Hunter Brown,,0.986505806,6.50E-05,0.000894236,0.012534966,White,White
Hunter Dozier,,0.946306407,0.000143165,0.000559401,0.052991003,White,White
Hunter Gaddis,,0.002520597,0.019447403,0.96593498,0.012096947,Asian,White
Hunter Greene,,0.000104223,0.734812975,0.261853245,0.003229617,Black,Black
Hunter Harvey,,0.100446977,0.000277621,0.890732836,0.008542591,Asian,White
Hunter Renfroe,,0.978555799,0.000236971,0.003191503,0.018015701,White,White
Hunter Strickland,,0.324050486,0.012754126,0.19540952,0.46778588,Other,White
Hyun Jin Ryu,,0.000117818,2.38E-05,0.999693004,0.000165441,Asian,Asian
Héctor Neris,,0.000345609,0.554042161,0.443839534,0.001772615,Black,Black
Ian Anderson,,0.299121052,0.001828892,0.276108618,0.422941439,Other,White
Ian Gibaut,,0.261495292,0.002704047,0.589858921,0.145941727,Asian,White
Ian Hamilton,,0.134871542,0.0010334,0.842864427,0.02123063,Asian,White
Ian Happ,,0.449427396,0.001935098,0.402909451,0.145728074,White,White
Ian Kennedy,,0.692884445,0.004979976,0.096627855,0.205507763,White,White
Ildemaro Vargas,,0.000340664,0.000456667,0.997480379,0.001722305,Asian,White
Isaac Paredes,,0.002101308,0.102279656,0.16438055,0.731238533,Other,Other
Isiah Kiner-Falefa,,0.000464976,8.13E-05,0.998844703,0.000608999,Asian,White
Israel Pineda,,0.001130738,0.06769596,0.89665117,0.034522225,Asian,Black
Iván Herrera,,0.001420685,0.942064524,0.008919994,0.047594819,Black,Other
J.B. Wendelken,,0.179930642,0.003262755,0.754833085,0.061973486,Asian,White
J.C. Mejía,,0.011092984,0.044575434,0.280286287,0.664045304,Other,Other
J.D. Davis,,0.330731034,0.040587276,0.032074888,0.596606825,Other,White
J.D. Martinez,,0.002171858,0.939275444,0.029773172,0.028779482,Black,Other
J.J. Matijevic,,0.070873208,0.346066594,0.440829174,0.142231043,Asian,White
J.P. Crawford,,0.000254568,0.896994948,0.088448545,0.014302021,Black,White
J.P. Feyereisen,,0.012773206,0.753278315,0.030300302,0.203648309,Black,White
J.T. Realmuto,,0.373449117,0.025025532,0.43961522,0.161910128,Asian,White
JJ Bleday,,0.954522491,4.98E-05,0.001453729,0.043974018,White,White
JP Sears,,0.983679354,3.84E-05,0.002934798,0.013347495,White,White
JT Brubaker,,0.673684001,0.002371943,0.011114453,0.312829569,White,White
JT Chargois,,0.022336863,0.269414932,0.055198053,0.653050184,Other,White
JT Riddle,,0.428267181,0.000829188,0.485974966,0.084928606,Asian,White
Jace Peterson,,0.206098437,0.490000576,0.128485475,0.175415531,Black,White
Jack Flaherty,,0.273602426,0.000899773,0.004301095,0.721196756,Other,White
Jack Larsen,,0.880723,8.76E-05,0.000974487,0.118214957,White,White
Jack Mayfield,,0.126901433,0.119644344,0.181436872,0.572017351,Other,White
Jack Suwinski,,0.462993264,0.000938677,0.496598241,0.039469826,Asian,White
Jackie Bradley Jr.,,1.28E-06,0.999438941,0.00050384,5.59E-05,Black,Black
Jackson Kowar,,0.86053896,0.006962997,0.014602769,0.117895242,White,White
Jackson Stephens,,0.037504341,0.003402532,0.814536391,0.144556738,Asian,White
Jackson Tetreault,,0.950541675,0.000136421,0.008928874,0.040393109,White,White
Jacob Barnes,,0.273331136,0.001472892,0.025878825,0.699317127,Other,White
Jacob Lemoine,,0.486632317,0.013387639,0.020528487,0.47945153,White,White
Jacob Stallings,,0.119726822,0.266364723,0.125230687,0.48867777,Other,White
Jacob deGrom,,0.670438826,0.00934842,0.053323381,0.26688946,White,White
Jaime Barría,,0.001214853,0.009559316,0.929925116,0.059300719,Asian,Other
Jake Bird,,0.404103488,0.0951894,0.050159881,0.450547263,Other,White
Jake Brentz,,0.682290733,0.001322535,0.00760061,0.308786198,White,White
Jake Burger,,0.019544447,0.000854786,0.975264938,0.004335929,Asian,White
Jake Cave,,0.947774947,0.00015557,0.012253728,0.039815813,White,White
Jake Cousins,,0.801415563,4.06E-05,0.007126863,0.191416997,White,White
Jake Cronenworth,,0.125632852,0.001210441,0.86095902,0.012197639,Asian,White
Jake Diekman,,0.857507885,0.00127926,0.014607071,0.126605775,White,White
Jake Fishman,,0.541653872,0.011591385,0.013049789,0.433704913,White,White
Jake Fraley,,0.094735034,0.017622856,0.851632586,0.036009527,Asian,White
Jake Hager,,0.804615259,0.004181479,0.008896911,0.182306401,White,White
Jake Lamb,,0.987583101,0.00013727,0.003914809,0.008364754,White,White
Jake Marisnick,,0.048418041,0.468714148,0.252071214,0.230796628,Black,White
Jake McCarthy,,0.98854965,7.23E-05,0.001758417,0.009619658,White,White
Jake McGee,,0.993712723,2.22E-05,0.00034349,0.005921497,White,White
Jake Meyers,,0.992272019,6.29E-06,0.000537059,0.007184707,White,White
Jake Odorizzi,,0.858360887,0.001126949,0.004139009,0.136373162,White,White
Jake Reed,,0.065458328,0.292787641,0.111983804,0.529770147,Other,White
Jake Walsh,,0.132506654,0.032322157,0.037995787,0.797175422,Other,White
Jake Woodford,,0.992699683,8.18E-05,0.00259269,0.004625763,White,White
Jakob Junis,,0.00365342,0.937474191,0.030025932,0.02884644,Black,White
Jalen Beeks,,0.486163944,0.051041469,0.005804628,0.456989944,White,White
James Kaprielian,,0.59870702,0.002221096,0.225703965,0.173367865,White,White
James Karinchak,,0.961204648,0.000136499,0.021157307,0.017501567,White,White
James McCann,,0.936252296,0.000142423,0.011694503,0.051910779,White,White
James Naile,,0.917432547,0.000645235,0.002879698,0.079042432,White,White
James Norwood,,0.002515501,6.02E-05,0.996685739,0.000738613,Asian,White
James Outman,,0.57575655,0.003452105,0.041308982,0.379482299,White,White
Jameson Taillon,,0.921232045,0.000543487,0.012450854,0.065773686,White,White
Jandel Gustave,,0.011605563,0.104753099,0.762214588,0.121426743,Asian,Other
Janson Junk,,0.609591961,0.0001441,0.003081351,0.387182571,White,White
Jared Koenig,,0.99194932,3.11E-05,0.000969786,0.007049815,White,White
Jared Solomon,,0.04262162,0.722491443,0.153740654,0.081146277,Black,White
Jared Walsh,,0.664530098,0.002117343,0.00938551,0.323967069,White,White
Jared Young,,0.989792705,5.75E-05,0.001237113,0.00891266,White,White
Jarlín García,,0.000920056,0.921690345,0.041197066,0.036192425,Black,Other
Jarred Kelenic,,0.300385326,0.043091092,0.347309344,0.309214294,Asian,White
Jarren Duran,,0.705330789,0.000648269,0.168410373,0.125610555,White,White
Jason Adam,,0.81163305,0.001192927,0.005881742,0.18129234,White,White
Jason Alexander,,0.249447584,0.022648858,0.190782072,0.537121587,Other,White
Jason Castro,,0.568991244,0.000116718,0.002302826,0.428589221,White,White
Jason Delay,,0.726658344,0.001166827,0.211225745,0.060949029,White,White
Jason Foley,,0.105452426,0.108901776,0.141242254,0.644403517,Other,White
Jason Heyward,,4.67E-06,0.999623656,0.000211789,0.000159865,Black,Black
Jason Krizan,,0.968676865,4.43E-05,0.001223676,0.030055132,White,White
Jason Vosler,,0.775574386,0.002489508,0.012282351,0.209653802,White,White
Javier Assad,,0.263346761,0.000108129,0.719866336,0.016678747,Asian,White
Javier Báez,,0.021366341,0.084428608,0.566900576,0.327304442,Asian,Other
Javy Guerra,,0.073047124,0.002965051,0.058849774,0.865138128,Other,Other
Jay Jackson,,0.000211349,0.917247772,0.08110939,0.001431541,Black,Black
Jaylin Davis,,4.60E-05,0.988386035,0.009776593,0.001791298,Black,Black
Jazz Chisholm Jr.,,2.08E-07,0.99625504,0.00371122,3.36E-05,Black,Black
Jean Segura,,2.36E-05,0.988028705,0.010770815,0.001176702,Black,Black
Jed Lowrie,,0.313008457,0.02875427,0.26053508,0.397702172,Other,White
Jeff Brigham,,0.988025725,8.10E-05,0.008698785,0.003194452,White,White
Jeff Hoffman,,0.583453238,0.000811656,0.136921129,0.278814003,White,White
Jeff McNeil,,0.976518452,0.000234686,0.010583853,0.012663047,White,White
Jeffrey Springs,,0.200632647,0.025604511,0.603055622,0.170707256,Asian,White
Jeimer Candelario,,0.002276921,0.264393985,0.687028803,0.046300271,Asian,Other
Jerad Eickhoff,,0.097645193,0.092615455,0.377172502,0.432566844,Other,White
Jerar Encarnacion,,1.63E-05,0.983585477,0.014876349,0.001521921,Black,Black
Jeremiah Estrada,,0.002224809,0.022329938,0.935924865,0.039520393,Asian,Other
Jeremy Beasley,,0.046644405,0.675414741,0.106658516,0.171282317,Black,White
Jeremy Peña,,0.043807544,0.353680313,0.10135418,0.501157908,Other,Other
Jermaine Palacios,,0.031335331,0.062584281,0.009349576,0.896730876,Other,Other
Jesse Chavez,,0.614986837,0.000275642,0.222731915,0.162005635,White,Other
Jesse Winker,,0.074933909,0.042919252,0.412161814,0.469984986,Other,White
Jesus Cruz,,0.002009093,0.024641406,0.936642208,0.036707306,Asian,Black
Jesus Tinoco,,0.034048419,0.094823733,0.697095843,0.174032036,Asian,Other
Jesús Aguilar,,7.10E-05,0.994333625,0.001784981,0.003810471,Black,Other
Jesús Luzardo,,0.061529722,0.001662243,0.578668257,0.358139851,Asian,Other
Jesús Sánchez,,1.16E-06,0.999876142,9.82E-05,2.44E-05,Black,Black
Jeter Downs,,0.000366206,0.804295182,0.184633601,0.01070503,Black,Black
Jeurys Familia,,0.00034156,0.835574389,0.155181153,0.008902881,Black,Black
Jharel Cotton,,2.06E-07,0.99970752,0.000257109,3.52E-05,Black,Black
Jhoan Duran,,0.001961236,0.121542811,0.765982246,0.110513769,Asian,Other
Jhon Romero,,0.000479974,0.033936094,0.961829625,0.003754276,Asian,Other
Jhonathan Diaz,,0.971298993,2.64E-05,0.000919679,0.02775484,White,White
Jhoulys Chacín,,0.001868745,0.006211934,0.878149912,0.113769503,Asian,Other
Ji Hwan Bae,,5.05E-05,5.49E-06,0.999870278,7.38E-05,Asian,Asian
Ji-Man Choi,,5.19E-05,5.41E-06,0.999908944,3.37E-05,Asian,Asian
Jimmy Herget,,0.318859577,0.052795932,0.058292616,0.570051875,Other,White
Jimmy Lambert,,0.12297821,0.015267461,0.010794744,0.850959629,Other,White
Jimmy Yacabonis,,0.037306793,0.01592977,0.920837962,0.02592538,Asian,White
Jo Adell,,0.000118644,0.969944894,0.026258167,0.003678335,Black,Black
JoJo Romero,,0.311730027,0.000584053,0.004011546,0.683674395,Other,Other
Joan Adon,,0.000450703,0.341574609,0.588234012,0.069740676,Asian,Black
Joc Pederson,,0.966975451,0.000102125,0.003030712,0.02989166,White,White
Joe Barlow,,0.758268416,0.001182564,0.050749943,0.189798981,White,White
Joe Dunand,,9.27E-05,9.88E-05,0.999196172,0.000612303,Asian,White
Joe Jiménez,,0.003017735,0.011619311,0.854137065,0.13122588,Asian,Other
Joe Kelly,,0.219812915,0.012078968,0.292740671,0.475367494,Other,White
Joe Mantiply,,0.962773919,0.00011548,0.023197309,0.013913149,White,White
Joe Musgrove,,0.124228247,0.107753851,0.241061867,0.526956022,Other,White
Joe Perez,,0.095489971,0.004537346,0.118998337,0.780974261,Other,White
Joe Ryan,,0.098055042,0.009229031,0.096999011,0.79571698,Other,White
Joe Smith,,0.403859824,0.001403239,0.025403815,0.569333047,Other,White
Joel Kuhnel,,0.87045455,0.000258012,0.008178805,0.121108519,White,White
Joel Payamps,,0.005234611,0.816797316,0.053253422,0.124714573,Black,Black
Joely Rodríguez,,1.65E-05,0.996858239,0.00237426,0.000750972,Black,Black
Joey Bart,,0.631945968,0.0035357,0.059964869,0.304553479,White,White
Joey Gallo,,0.168493107,0.015444119,0.035326919,0.78073585,Other,White
Joey Krehbiel,,0.320298672,0.029335158,0.309310958,0.341055244,Other,White
Joey Meneses,,0.430403411,0.000703979,0.325184714,0.24370791,White,White
Joey Votto,,0.175147951,0.247727334,0.07145226,0.505672488,Other,White
Joey Wendle,,0.962773144,6.39E-05,0.007619103,0.029543742,White,White
Joey Wentz,,0.93139559,0.00090725,0.007327413,0.060369758,White,White
Johan Camargo,,0.00045373,0.584435284,0.362906998,0.052204041,Black,Other
Johan Oviedo,,0.001624823,0.835755825,0.062101491,0.100517871,Black,Other
John Brebbia,,0.987342954,1.75E-05,0.001041524,0.011598059,White,White
John King,,0.948541164,1.62E-05,0.000520263,0.050922358,White,White
John Means,,0.882173955,0.001211602,0.03184971,0.084764838,White,White
John Schreiber,,0.01843252,0.013655928,0.961835238,0.006076326,Asian,White
Johnny Cueto,,8.83E-06,0.997741938,0.002046695,0.000202654,Black,Black
Jon Berti,,0.014192919,0.94051379,0.022960972,0.022332326,Black,White
Jon Gray,,0.968087375,5.10E-05,0.000325352,0.031536274,White,White
Jonah Bride,,0.917814195,6.72E-05,0.001238855,0.080879763,White,White
Jonah Heim,,0.564999938,0.006602098,0.010719187,0.417678833,White,White
Jonathan Aranda,,0.008792259,0.041294742,0.802678555,0.147234391,Asian,White
Jonathan Araúz,,0.016146986,0.113050684,0.453760969,0.41704135,Asian,Other
